id,theme,similarity,subject_text
122545,5,0.8388548,"Компенсация стоимости потраченной электроэнергии на объекте, расположенном по адресу: г.Тюмень ул.Т.Кармацкого,9, за январь 2026г. [вид:услуга; ед:кВт.ч]"
122547,5,0.8345529,Бананы [ед:кг] | Яблоко Малинка [ед:кг] | Яблоко Гольден [ед:кг] | Яблоко черный принц [ед:кг] | Груша Конференция [ед:кг]
122553,5,0.8503787,Услуги по пропуску трафика за март 2026 г. [вид:услуга; ед:мес]
122554,9,0.8587148,Вознаграждение за октябрь 2025г. согласно договора№ EJ798 от 28.09.2012 [вид:услуга]
122555,23,0.8328559,"Возмещение расходов, понесенных в связи с эксплуатацией имущества (эл/эн), расположенного по адресу: Чувашская Республика, Моргаушский муниципальный округ, с/пос Ильинское, д. Хундыкасы, земельный участок расположен в кадастровом квартале 21:17:020101:ЗУ1 по доп.соглашению № 52019_25021103923 к дого [ед:шт]"
122571,11,0.90846825,"Проведение работ по монтажу, замене и переносу оборудования [ед:Километр]"
122585,90,0.8247615,"Вода питьевая очищенная ""Родной Источник"" 19л [вид:имущество; ед:шт]"
122593,5,0.84540224,"Доставка корреспонденции, вес 20 гр. (простое письмо) [вид:услуга; ед:шт]"
122598,9,0.8698153,Электроэнергия за апрель 2026 г. [вид:услуга; ед:кВт.ч]
122605,11,0.90758854,"Проведение работ по монтажу, замене и переносу оборудования [ед:Штука]"
122631,23,0.8507161,"Переменная часть оплаты - возмещение расходов по электроснабжению АМС п. Иенгра, Нерюнгринский р-он за март 2026 г. [вид:услуга; ед:кВт.ч]"
122671,23,0.83812064,"Информационно-справочные и аналитические услуги, категория исследования ""ФЛ тип 1"" за май 2026 г. [вид:услуга; ед:шт]"
122679,1,0.81631017,"Кепка-бейсболка||||*|* [вид:имущество; ед:Штуки] | Куртка мужская летняя Дублин, цвет темно-серый с черным, размер 104-108, рост 182-188|ТЕХНОАВИА|3.375|3.375/104-108/182-188|| [вид:имущество; ед:Штуки] | Перчатки трикотажные хлопчатобумажные с точечным ПВХ покрытием ладони||||ТЕХНОАВИА|7.002/7 028 [вид:имущество; ед:Пара] | Рубашка с воротником поло, цвет желтый, размер 108, рост 182-188|ТЕХНОАВИА|4.013|4.013/108/182-188|| [вид:имущество; ед:Штуки] | Шапка трикотажная утепленная||||*|* [вид:имущество; ед:Штуки]"
